"state","date","cases","deaths","cases_weekly_change","new_cases","deaths_weekly_change","new_deaths"
"Puerto Rico","2021-03-26","138841","2106","0.011267781","1547.0","0.008137822","17.0"
"Rhode Island","2021-03-26","135775","2608","0.02056539","2736.0","0.005009651","13.0"
"South Carolina","2021-03-26","546670","9092","0.014604688","7869.0","0.014053106","126.0"
"South Dakota","2021-03-26","116833","1928","0.0113835335","1315.0","0.004689932","9.0"
"Tennessee","2021-03-26","792724","11713","0.0109728575","8604.0","0.009219408","107.0"
"Texas","2021-03-26","2772019","48123","0.009309053","25567.0","0.016067743","761.0"
"Utah","2021-03-26","383771","2091","0.007685542","2927.0","0.01603496","33.0"
"Vermont","2021-03-26","18498","224","0.06353128","1105.0","0.032258034","7.0"
"Virgin Islands","2021-03-26","2888","26","0.043729663","121.0","0.03999996","1.0"
"Virginia","2021-03-26","612062","10154","0.016407013","9880.0","0.0061434507","62.0"
"Washington","2021-03-26","362403","5288","0.01616764","5766.0","0.012251139","64.0"
"West Virginia","2021-03-26","139750","2628","0.019388437","2658.0","0.010769248","28.0"
"Wisconsin","2021-03-26","633154","7272","0.0071902275","4520.0","0.0065051317","47.0"
"Wyoming","2021-03-26","56046","695","0.008366227","465.0","0.002886057","2.0"
"Alabama","2021-03-27","514072","10526","0.00584054","2985.0","0.008623958","90.0"
"Alaska","2021-03-27","61744","299","0.017484307","1061.0","0.010135174","3.0"
"Arizona","2021-03-27","839334","16913","0.004270315","3569.0","0.010757208","180.0"
"Arkansas","2021-03-27","329860","5590","0.003996372","1313.0","0.010301828","57.0"
"California","2021-03-27","3658932","58801","0.004971981","18102.0","0.022714972","1306.0"
"Colorado","2021-03-27","460114","6165","0.017559648","7940.0","0.0027651787","17.0"
"Connecticut","2021-03-27","305210","7865","0.028713346","8519.0","0.0042134523","33.0"
"Delaware","2021-03-27","93701","1544","0.01913166","1759.0","0.011795521","18.0"
"District of Columbia","2021-03-27","44051","1056","0.02028954","876.0","0.0066729784","7.0"
"Florida","2021-03-27","2039054","33141","0.017312288","34700.0","0.013114452","429.0"
"Georgia","2021-03-27","1029997","18349","0.010966539","11173.0","0.02137494","384.0"
"Guam","2021-03-27","8766","135","0.0019431114","17.0","0.0","0.0"
"Hawaii","2021-03-27","29426","459","0.023050427","663.0","0.01999998","9.0"
"Idaho","2021-03-27","179511","1957","0.011323929","2010.0","0.0066872835","13.0"
"Illinois","2021-03-27","1239012","23498","0.012360692","15128.0","0.0072442293","169.0"
"Indiana","2021-03-27","686360","13011","0.008729935","5940.0","0.006575942","85.0"
"Iowa","2021-03-27","349554","5718","0.011312246","3910.0","0.0075770617","43.0"
"Kansas","2021-03-27","303710","4891","0.004920244","1487.0","0.010119796","49.0"
"Kentucky","2021-03-27","428107","6053","0.009712458","4118.0","0.047775626","276.0"
"Louisiana","2021-03-27","443069","10087","0.0075773","3332.0","0.009911895","99.0"
"Maine","2021-03-27","49653","736","0.028182745","1361.0","0.01098907","8.0"
"Maryland","2021-03-27","406894","8246","0.019271016","7693.0","0.01078701","88.0"
"Massachusetts","2021-03-27","627556","17086","0.023984432","14699.0","0.015090346","254.0"
"Michigan","2021-03-27","722160","17038","0.046710372","32227.0","0.00834465","141.0"
"Minnesota","2021-03-27","513911","6903","0.018975258","9570.0","0.008473396","58.0"
"Mississippi","2021-03-27","304420","7000","0.005758643","1743.0","0.0064702034","45.0"
"Missouri","2021-03-27","586829","8942","0.008541584","4970.0","0.01429224","126.0"
"Montana","2021-03-27","104159","1436","0.010840297","1117.0","0.0148409605","21.0"
"Nebraska","2021-03-27","208707","2281","0.00978303","2022.0","0.016941547","38.0"
"Nevada","2021-03-27","302939","5236","0.0065689087","1977.0","0.012570143","65.0"
"New Hampshire","2021-03-27","82745","1235","0.03024304","2429.0","0.014790416","18.0"
"New Jersey","2021-03-27","892145","24382","0.034193516","29497.0","0.01027596","248.0"
"New Mexico","2021-03-27","190887","3927","0.0070004463","1327.0","0.009252071","36.0"
"New York","2021-03-27","1840338","49446","0.034309745","61047.0","0.010834932","530.0"
"North Carolina","2021-03-27","906770","12049","0.011574149","10375.0","0.016964912","201.0"
"North Dakota","2021-03-27","102568","1498","0.0091997385","935.0","0.004021406","6.0"
"Northern Mariana Islands","2021-03-27","159","2","0.012738824","2.0","0.0","0.0"
"Ohio","2021-03-27","1010603","18526","0.011797905","11784.0","0.01014173","186.0"
"Oklahoma","2021-03-27","436971","4850","0.00570786","2480.0","0.01294899","62.0"
"Oregon","2021-03-27","163737","2386","0.014844298","2395.0","0.005478263","13.0"
"Pennsylvania","2021-03-27","1014137","25044","0.025068283","24801.0","0.008171916","203.0"
"Puerto Rico","2021-03-27","139240","2109","0.012580872","1730.0","0.00812614","17.0"
"Rhode Island","2021-03-27","135775","2608","0.02056539","2736.0","0.005009651","13.0"
"South Carolina","2021-03-27","548114","9104","0.014293432","7724.0","0.014147282","127.0"
"South Dakota","2021-03-27","117081","1933","0.011734962","1358.0","0.005723238","11.0"
"Tennessee","2021-03-27","792763","11713","0.010893583","8543.0","0.009219408","107.0"
"Texas","2021-03-27","2775092","48209","0.009526372","26187.0","0.015803099","750.0"
"Utah","2021-03-27","384231","2101","0.0076577663","2920.0","0.019902945","41.0"
"Vermont","2021-03-27","18623","224","0.060837388","1068.0","0.022831082","5.0"
"Virgin Islands","2021-03-27","2901","26","0.04842794","134.0","0.03999996","1.0"
"Virginia","2021-03-27","613974","10178","0.016937494","10226.0","0.007124424","72.0"
"Washington","2021-03-27","363588","5288","0.017382264","6212.0","0.012251139","64.0"
"West Virginia","2021-03-27","140316","2631","0.020643353","2838.0","0.011923075","31.0"
"Wisconsin","2021-03-27","633846","7275","0.0074368715","4679.0","0.0046955347","34.0"
"Wyoming","2021-03-27","56046","695","0.008366227","465.0","0.002886057","2.0"
"Alabama","2021-03-28","514391","10526","0.005730629","2931.0","0.008623958","90.0"
"Alaska","2021-03-28","61744","299","0.017484307","1061.0","0.010135174","3.0"
"Arizona","2021-03-28","839888","16919","0.0043467283","3635.0","0.010391116","174.0"
"Arkansas","2021-03-28","329929","5595","0.0038764477","1274.0","0.01011014","56.0"
"California","2021-03-28","3661102","58927","0.0050302744","18324.0","0.023286939","1341.0"
"Colorado","2021-03-28","460827","6165","0.017891526","8100.0","0.0027651787","17.0"
"Connecticut","2021-03-28","305210","7865","0.028713346","8519.0","0.0042134523","33.0"
"Delaware","2021-03-28","94062","1544","0.019233465","1775.0","0.0098103285","15.0"
"District of Columbia","2021-03-28","44175","1056","0.021883488","946.0","0.0057142973","6.0"
"Florida","2021-03-28","2043997","33177","0.017753959","35656.0","0.013316631","436.0"
"Georgia","2021-03-28","1030899","18349","0.010304928","10515.0","0.02137494","384.0"
"Guam","2021-03-28","8769","135","0.0022859573","20.0","0.0","0.0"
"Hawaii","2021-03-28","29528","459","0.024068832","694.0","0.017738342","8.0"
"Idaho","2021-03-28","179511","1957","0.011323929","2010.0","0.0066872835","13.0"
"Illinois","2021-03-28","1241187","23521","0.013018727","15951.0","0.007021427","164.0"
"Indiana","2021-03-28","687304","13023","0.008978486","6116.0","0.0059478283","77.0"
"Iowa","2021-03-28","349714","5725","0.011362553","3929.0","0.008632898","49.0"
"Kansas","2021-03-28","303710","4891","0.004920244","1487.0","0.010119796","49.0"
"Kentucky","2021-03-28","428419","6062","0.0097744465","4147.0","0.046435356","269.0"
"Louisiana","2021-03-28","443069","10087","0.0075773","3332.0","0.009911895","99.0"
"Maine","2021-03-28","49850","736","0.028598547","1386.0","0.009602189","7.0"
"Maryland","2021-03-28","408229","8251","0.020042062","8021.0","0.009914279","81.0"
"Massachusetts","2021-03-28","629531","17115","0.024180532","14863.0","0.014703274","248.0"
"Michigan","2021-03-28","722276","17038","0.046640277","32186.0","0.00834465","141.0"
"Minnesota","2021-03-28","515136","6908","0.019481778","9844.0","0.008467197","58.0"
"Mississippi","2021-03-28","304616","7001","0.0058743954","1779.0","0.0064692497","45.0"
"Missouri","2021-03-28","587107","8943","0.008454323","4922.0","0.013715744","121.0"
"Montana","2021-03-28","104184","1436","0.010406256","1073.0","0.0148409605","21.0"
"Nebraska","2021-03-28","208867","2281","0.0100342035","2075.0","0.016941547","38.0"
"Nevada","2021-03-28","303081","5236","0.0062884092","1894.0","0.012374282","64.0"
"New Hampshire","2021-03-28","83027","1237","0.030840635","2484.0","0.016433835","20.0"
"New Jersey","2021-03-28","896650","24389","0.0355289","30764.0","0.008893847","215.0"
"New Mexico","2021-03-28","191048","3927","0.0069414377","1317.0","0.009252071","36.0"
"New York","2021-03-28","1849190","49537","0.037107706","66164.0","0.012157202","595.0"
"North Carolina","2021-03-28","906770","12051","0.011574149","10375.0","0.017047882","202.0"
"North Dakota","2021-03-28","102615","1498","0.009175658","933.0","0.004021406","6.0"
"Northern Mariana Islands","2021-03-28","159","2","0.012738824","2.0","0.0","0.0"
"Ohio","2021-03-28","1011622","18526","0.0118739605","11871.0","0.01014173","186.0"
"Oklahoma","2021-03-28","436971","4850","0.00570786","2480.0","0.01294899","62.0"
"Oregon","2021-03-28","163952","2386","0.014981508","2420.0","0.0050547123","12.0"
"Pennsylvania","2021-03-28","1016713","25058","0.025529504","25310.0","0.008248448","205.0"
"Puerto Rico","2021-03-28","139508","2112","0.01213038","1672.0","0.007633567","16.0"
"Rhode Island","2021-03-28","135775","2608","0.02056539","2736.0","0.005009651","13.0"
"South Carolina","2021-03-28","549199","9122","0.014064312","7617.0","0.012767792","115.0"
"South Dakota","2021-03-28","117244","1933","0.011884332","1377.0","0.005200267","10.0"
"Tennessee","2021-03-28","792811","11713","0.010894299","8544.0","0.009219408","107.0"
"Texas","2021-03-28","2778062","48260","0.009759307","26850.0","0.01591444","756.0"
"Utah","2021-03-28","384621","2114","0.0076869726","2934.0","0.025218248","52.0"
"Vermont","2021-03-28","18820","225","0.06087935","1080.0","0.027397275","6.0"
"Virgin Islands","2021-03-28","2907","26","0.050596356","140.0","0.03999996","1.0"
"Virginia","2021-03-28","615366","10198","0.017288566","10458.0","0.008006334","81.0"
"Washington","2021-03-28","363659","5288","0.017455697","6239.0","0.012251139","64.0"
"West Virginia","2021-03-28","140613","2634","0.020221114","2787.0","0.0107444525","28.0"
"Wisconsin","2021-03-28","634317","7275","0.0074824095","4711.0","0.0046955347","34.0"
"Wyoming","2021-03-28","56046","695","0.008366227","465.0","0.002886057","2.0"
"Alabama","2021-03-29","514619","10526","0.0055493116","2840.0","0.008623958","90.0"
"Alaska","2021-03-29","61744","299","0.011632919","710.0","0.010135174","3.0"
"Arizona","2021-03-29","840501","16918","0.0044984818","3764.0","0.010331392","173.0"
"Arkansas","2021-03-29","330008","5601","0.003957987","1301.0","0.010281444","57.0"
"California","2021-03-29","3664161","59015","0.005068183","18477.0","0.021551013","1245.0"
"Colorado","2021-03-29","461969","6166","0.019697785","8924.0","0.0027647018","17.0"
"Connecticut","2021-03-29","308439","7883","0.029272437","8772.0","0.005356431","42.0"
"Delaware","2021-03-29","94402","1552","0.021346092","1973.0","0.0137165785","21.0"
"District of Columbia","2021-03-29","44248","1059","0.019938707","865.0","0.008571386","9.0"
"Florida","2021-03-29","2047371","33246","0.017983317","36168.0","0.014277816","468.0"
"Georgia","2021-03-29","1032045","18381","0.010521889","10746.0","0.021734238","391.0"
"Guam","2021-03-29","8773","135","0.0022848845","20.0","0.0","0.0"
"Hawaii","2021-03-29","29626","459","0.024695635","714.0","0.017738342","8.0"
"Idaho","2021-03-29","179897","1960","0.0110605955","1968.0","0.005643964","11.0"
"Illinois","2021-03-29","1243171","23527","0.0135138035","16576.0","0.00633049","148.0"
"Indiana","2021-03-29","688017","13028","0.009268045","6318.0","0.0062562227","81.0"
"Iowa","2021-03-29","350219","5729","0.011556268","4001.0","0.009337544","53.0"
"Kansas","2021-03-29","304143","4902","0.0050925016","1541.0","0.0107216835","52.0"
"Kentucky","2021-03-29","428835","6104","0.009698272","4119.0","0.043954134","257.0"
"Louisiana","2021-03-29","443905","10122","0.0064367056","2839.0","0.00917244","92.0"
"Maine","2021-03-29","50030","736","0.028535008","1388.0","0.009602189","7.0"
"Maryland","2021-03-29","409260","8260","0.020878553","8370.0","0.009286404","76.0"
"Massachusetts","2021-03-29","631031","17130","0.02461052","15157.0","0.013969421","236.0"
"Michigan","2021-03-29","731519","17048","0.051391006","35756.0","0.008518696","144.0"
"Minnesota","2021-03-29","516686","6913","0.02022338","10242.0","0.009197116","63.0"
"Mississippi","2021-03-29","304695","7001","0.0058197975","1763.0","0.0064692497","45.0"
"Missouri","2021-03-29","587619","8920","0.008424401","4909.0","0.010879397","96.0"
"Montana","2021-03-29","104293","1436","0.010326743","1066.0","0.0148409605","21.0"
"Nebraska","2021-03-29","208853","2280","0.0083476305","1729.0","0.016042829","36.0"
"Nevada","2021-03-29","303292","5237","0.0064109564","1932.0","0.012176275","63.0"
"New Hampshire","2021-03-29","83340","1237","0.032074332","2590.0","0.016433835","20.0"
"New Jersey","2021-03-29","900271","24404","0.035940886","31234.0","0.00922215","223.0"
"New Mexico","2021-03-29","191230","3927","0.0070408583","1337.0","0.008474588","33.0"
"New York","2021-03-29","1858162","49648","0.039278865","70228.0","0.014073014","689.0"
"North Carolina","2021-03-29","912026","12110","0.014147639","12723.0","0.020648956","245.0"
"North Dakota","2021-03-29","102671","1498","0.009230137","939.0","0.004021406","6.0"
"Northern Mariana Islands","2021-03-29","159","2","0.012738824","2.0","0.0","0.0"
"Ohio","2021-03-29","1013119","18526","0.011909723","11924.0","0.01014173","186.0"
"Oklahoma","2021-03-29","437853","4850","0.0055184364","2403.0","0.01294899","62.0"
"Oregon","2021-03-29","164256","2390","0.0151792765","2456.0","0.005469084","13.0"
"Pennsylvania","2021-03-29","1020584","25073","0.027135015","26962.0","0.009420633","234.0"
"Puerto Rico","2021-03-29","140103","2112","0.014276266","1972.0","0.007633567","16.0"
"Rhode Island","2021-03-29","136419","2613","0.017755985","2380.0","0.003456235","9.0"
"South Carolina","2021-03-29","550068","9122","0.014505625","7865.0","0.0105240345","95.0"
"South Dakota","2021-03-29","117336","1933","0.011761427","1364.0","0.005200267","10.0"
"Tennessee","2021-03-29","795088","11761","0.009939551","7825.0","0.013005972","151.0"
"Texas","2021-03-29","2782555","48306","0.010141134","27935.0","0.014554858","693.0"
"Utah","2021-03-29","384815","2114","0.007775426","2969.0","0.025218248","52.0"
"Vermont","2021-03-29","19002","225","0.06519425","1163.0","0.027397275","6.0"
"Virgin Islands","2021-03-29","2907","26","0.050596356","140.0","0.03999996","1.0"
"Virginia","2021-03-29","616509","10219","0.017393589","10540.0","0.008885384","90.0"
"Washington","2021-03-29","365029","5296","0.017567635","6302.0","0.012232423","64.0"
"West Virginia","2021-03-29","140991","2638","0.020919323","2889.0","0.009954095","26.0"
"Wisconsin","2021-03-29","634662","7278","0.0074095726","4668.0","0.005109787","37.0"
"Wyoming","2021-03-29","56190","695","0.008254051","460.0","0.002886057","2.0"
"Alabama","2021-03-30","514980","10527","0.0062350035","3191.0","0.0073684454","77.0"
"Alaska","2021-03-30","62395","299","0.01932633","1183.0","0.0033557415","1.0"
"Arizona","2021-03-30","841078","16941","0.0045793056","3834.0","0.008512974","143.0"
"Arkansas","2021-03-30","330186","5616","0.0037696362","1240.0","0.012439132","69.0"
"California","2021-03-30","3666541","59116","0.0050326586","18360.0","0.020367265","1180.0"
"Colorado","2021-03-30","462991","6172","0.019857883","9015.0","0.0035772324","22.0"
"Connecticut","2021-03-30","310056","7885","0.03157723","9491.0","0.0050988197","40.0"
"Delaware","2021-03-30","94573","1559","0.021207452","1964.0","0.015635133","24.0"
"District of Columbia","2021-03-30","44413","1061","0.021270275","925.0","0.009514689","10.0"
"Florida","2021-03-30","2052433","33337","0.01781702","35928.0","0.015783548","518.0"
"Georgia","2021-03-30","1033379","18406","0.009971857","10203.0","0.021363974","385.0"
"Guam","2021-03-30","8774","135","0.002170205","19.0","0.0","0.0"
"Hawaii","2021-03-30","29689","459","0.025526762","739.0","0.017738342","8.0"
"Idaho","2021-03-30","180233","1960","0.01110208","1979.0","0.0030705929","6.0"
"Illinois","2021-03-30","1245548","23542","0.013944745","17130.0","0.0064554214","151.0"
"Indiana","2021-03-30","688740","13038","0.009349942","6380.0","0.0060961246","79.0"
"Iowa","2021-03-30","350756","5729","0.010867953","3771.0","0.008094311","46.0"
"Kansas","2021-03-30","304179","4902","0.00500226","1514.0","0.0107216835","52.0"
